excel_row_number,orgname,filiing_period,filling_fee,late_returns,penalty_paid,outstanding_penalty,financial_year_ending_month,form_14,audit_report,requests_waiver_etc,date_received,received_by,filed_for_action_by_registry,date_filed_by_registry_for_action,designate_by_pco,date_assigned,review_acknowledgement,date_acknoledged_notice_sent,end_of_notice_period,notice_countdown
712,SADVICHARSAMITI NAIROBI KENYA,2024,2000,,,,December,1,,,2025-03-03 09:28:08.540000,Rukia Noor,,,,,,,,
713,MAMMA AFRICA ITALIA ONLUS,2024,2000,,,,December,1,,,2025-03-03 09:28:55.211000,Rukia Noor,,,,,,,,
714,NORTH EASTERN PROVINCE AID,2024,2000,,,,December,1,1,,2025-03-03 09:30:04.075000,Rukia Noor,,,,,,,,
715,WELLNESS FOR GREATNESS,2024,2000,,,,December,1,,,2025-03-03 09:30:29.673000,Rukia Noor,,,,,,,,
716,MWELU FOUNDATION ,2019-2023,10000,5,125000,,December,5,,,2025-03-03 09:32:39.103000,Rukia Noor,,,,,,,,
717,BETTER LIFE FOR RURAL WOMEN AND CHILDREN IN AFRICA,2024,2000,,,,December,1,,,2025-03-03 09:33:32.498000,Rukia Noor,,,,,,,,
718,CHRISTIAN COMMUNITY HEALTHCARE FOUNDATION-KENYA,2024,2000,,,,December,1,,,2025-03-03 09:34:16.894000,Rukia Noor,,,,,,,,
719,ORGANIZATION FOR CHILDREN IN COMPUTER TECHNOLOGY,2023/24,2000,,,,November,1,1,,2025-03-03 09:36:36.452000,Rukia Noor,,,,,,,,
720,GOAL IRELAND ,2024,2000,,,,December,1,,,2025-03-03 09:39:21.317000,Rukia Noor,,,,,,,,
721,THUDDEUS KITHUA NZAMBIA FOUNDATION,2024,2000,,,,December,1,,,2025-03-03 09:40:16.613000,Rukia Noor,,,,,,,,
722,SUSTAINABLE ADAPTATION TO CLIMATE CHANGE IN ARID LANDS,2024,2000,,,,December,1,,,2025-03-03 09:41:08.183000,Rukia Noor,,,,,,,,
723,CENTRE FOR WOMEN EMPOWERMENT IN TECHNOLOGY,2024,2000,,,,December,1,1,,2025-03-03 09:43:04.529000,Rukia Noor,,,,,,,,
724,WATER ABUNDANCE AFRICA,2024,2000,,,,December,1,,,2025-03-03 09:43:56.597000,Rukia Noor,,,,,,,,
725,FAMILY CARE RELIEF ORGANIZATION,2024,2000,,,,December,1,,,2025-03-03 09:45:22.613000,Rukia Noor,,,,,,,,
726,SMART EMPOWERMENT AND INNOVATIONS PROGRAMME,2024,2000,,,,December,1,,,2025-03-03 09:46:23.338000,Rukia Noor,,,,,,,,
727,AGENCY FOR STRENTHENING PSTROLIST INNOVATION AND RESILLIENCE,2023,2000,,,,December,1,,,2025-03-03 09:47:28.273000,Rukia Noor,,,,,,,,
728,CHILDREN HEALTH IMPLEMENTATION FOR LLIFE DEVELOPMENT,2024,2000,,,,December,1,1,,2025-03-03 09:48:26.908000,Rukia Noor,,,,,,,,
729,BRIGHT DAY KENYA,2024,2000,,,,December,1,,,2025-03-03 09:49:26.818000,Rukia Noor,,,,,,,,
730,RESOURCE HUB FOR DEVELOPMENT,2023/24,2000,,,,December,1,,,2025-03-03 09:50:32.568000,Rukia Noor,,,,,,,,
731,EASTERN AND CENTRAL AFRICA FAIRTRADE NETWORK,2021-2023,6000,3,,75000,December,3,,,2025-03-03 09:54:57.289000,Rukia Noor,,,,,,,,
732,CHRISTIAN BUSINESS INTERNATIONAL KENYA,2024,2000,,,,December,1,1,,2025-03-03 09:59:03.309000,Rukia Noor,,,,,,,,
733,CEREBRAL PALSY & AUTISTICE INITIATIVE,2024,2000,,,,December,1,,,2025-03-03 10:23:51.579000,Rukia Noor,,,,,,,,
734,TREES FOR BETTER AFRICA,2024,2000,,,,December,1,1,,2025-03-03 10:24:48.566000,Rukia Noor,,,,,,,,
735,LITTLE BEES INTERNATIONAL ,2024,2000,,,,December,1,,,2025-03-03 10:25:20.885000,Rukia Noor,,,,,,,,
736,BOY CHILD ACTION MENTORSHIP PROGRAMME,2024,2000,,,,December,1,,,2025-03-03 10:27:16.537000,Rukia Noor,,,,,,,,
737,TRINITY HEALTHCARE AND SUPOORT CARE,2024,2000,,,,December,1,,,2025-03-03 10:27:58.410000,Rukia Noor,,,,,,,,
738,TUMAINI CHILDCARE SERVICES,2024,2000,,,,December,1,1,,2025-03-03 10:28:47.593000,Rukia Noor,,,,,,,,
739,IMANI HOME OF LOVE,2024,2000,,,,December,1,1,,2025-03-03 10:29:30.346000,Rukia Noor,,,,,,,,
740,SAFETY & EMERGENCY MANAGEMENT CENTRE,2024,2000,,,,December,1,,,2025-03-03 10:30:51.698000,Rukia Noor,,,,,,,,
741,MAASAI INDIGINOUS COMMUNITY CONSERVATION & DEVELOPMENT ORG,2024,2000,,,,December,1,,,2025-03-03 10:31:47.027000,Rukia Noor,,,,,,,,
742,ALLIANCE FOR EDUCATION AND EMPOWERMENT IN DEVELOPMENT,2023-2024,4000,1,,25000,December,2,,,2025-03-03 10:32:38.664000,Rukia Noor,,,,,,,,
743,NETWORK FOR COMMUNITY ACTION AND ECOSYSTEM RESTORATION,2024,2000,,,,December,1,,,2025-03-03 10:33:28.829000,Rukia Noor,,,,,,,,
744,NYABEKO COMPASSION INTERNATIONAL ,2024,2000,,,,December,1,,,2025-03-03 10:36:54.073000,Rukia Noor,,,,,,,,
745,BANADIR DEVELOPMENT FOUNDATION,2021-2024,8000,2,50000,,December,4,,,2025-03-03 11:32:10.461000,Rukia Noor,,,,,,,,
746,IQTISAM HOPE ORGANIZATION,2024,2000,,,,December,1,,,2025-03-04 10:40:54.901000,Rukia Noor,,,,,,,,
747,ELECTIONS INTERNATIONAL,2024,2000,,,,December,1,,,2025-03-05 09:33:50.361000,Rukia Noor,,,,,,,,
748,YOUTH INITIATIVES KENYA,2024,2000,,,,December,1,p,AA for 2022-2023,2025-03-05 09:34:52.030000,Rukia Noor,,,,,,,,
749,MAISHA GIRLS SAFE HOUSE,2024,2000,,,,December,1,1,,2025-03-05 09:37:39.021000,Rukia Noor,,,,,,,,
750,SIMBA MAASAI OUTREACH ORGANIZATION,2024,2000,,,,December,1,,,2025-03-05 09:40:26.167000,Rukia Noor,,,,,,,,
751,DOMINION EMPOWERMENT SOLUTIONS,2024/25,2000,,,,January,1,,,2025-03-05 09:41:56.786000,Rukia Noor,,,,,,,,
752,AGENCY FOR STRENGTHENING PASTORALISTS INNOVATIONS AND RESILIENCE ,2024,2000,,,,December,1,,,2025-03-06 08:46:54.077000,Esther Leting,,,,,,,,
753,EDITH VETHI NYENZE FOUNDATION,2024,2000,,,,December,1,,,2025-03-06 08:49:17.650000,Esther Leting,,,,,,,,
754,BUTTERFLY CARE CENTRE AFRICA ,2024,2000,,,,December,1,,,2025-03-06 08:51:36.405000,Esther Leting,,,,,,,,
755,HEALTH AND WATER FOUNDATION,,,,25000,,,,,,2025-03-06 08:53:37.879000,Esther Leting,,,,,,,,
756,ALPHA BRIGHT FOUNDATION ,2024,2000,,,,December,1,,,2025-03-06 08:56:10.565000,Esther Leting,,,,,,,,
757,VISION EMPOWERMENT AND DEVELOPMENT ORGANIZATION ,2024,2000,,,,December,1,1,,2025-03-06 08:59:11.422000,Esther Leting,,,,,,,,
758,MORNING STAR EMPOWERMENT FOUNDATION ,2024,2000,,,,December,1,,,2025-03-06 09:02:21.495000,Esther Leting,,,,,,,,
759,BASAK TEARS FOUNDATION ,2024,2000,,,,,1,,,2025-03-06 09:03:38.495000,Esther Leting,,,,,,,,
760,JIPANGE SPECIAL NEED CENTER,2024,2000,,,,December,1,1,,2025-03-06 09:05:58.813000,Esther Leting,,,,,,,,
761,PIONEER VISION INTEGRATED DEVELOPMENT AGENCIES ,2024,2000,,,,December,1,,,2025-03-06 09:09:19.609000,Esther Leting,,,,,,,,
762,WOMEN AT HEART INITIATIVE ,2024,2000,,,,December,1,,,2025-03-06 09:26:14.252000,Esther Leting,,,,,,,,
763,MZUZI AFRICA ,2024,2000,,,,December,1,,,2025-03-06 09:29:52.952000,Esther Leting,,,,,,,,
764,INITIATIVE FOR EMPOWRING YOUNG ENTERPRENUERS ,2024,2000,,,,December,1,,,2025-03-06 09:32:20.497000,Esther Leting,,,,,,,,
765,SPROUT CHARITY FOUNDATION,2024,2000,,,,December,1,,,2025-03-06 09:33:49.858000,Esther Leting,,,,,,,,
766,MARGINALISED COMMUNITIES ADVOCACY NETWORK - KENYA ,2024,2000,,,,December,1,,,2025-03-06 09:35:49.123000,Esther Leting,,,,,,,,
767,CHARITABLE AID FOR PEACE AND DEVELOPMENT ORGANIZATION ,2024,2000,,,,December,1,1,,2025-03-06 09:39:25.354000,Esther Leting,,,,,,,,
768,AFRICAN CULTURAL REGENERATION INSTITUTE,2024,2000,,,,December,1,,,2025-03-06 09:41:00.361000,Esther Leting,,,,,,,,
769,ECO EARTH WARRIORS FOUNDATION OF KENYA ,2024,2000,,,,December,1,P,,2025-03-06 09:42:36.185000,Esther Leting,,,,,,,,
770,SUSTAINABLE  PARTNERSHIP INITIATIVE ,2024,2000,,,,December,1,,,2025-03-06 00:00:00,,,,,,,,,
771,REVELATION MEDICAL SERVICES ,2024,2000,,,,December,1,,,2025-03-06 09:46:21.275000,Esther Leting,,,,,,,,
772,TREES FOR KENYA ,2024,2000,,,,December,1,1,,2025-03-06 10:19:45.499000,Esther Leting,,,,,,,,
773,INTERCOMMUNITY CENTER FOR DEVELOPMENT ,2024,2000,,,,December,1,,,2025-03-06 10:23:10.396000,Esther Leting,,,,,,,,
774,EQUATORIAL TRANSFORMATION HEART ORGANIZATION ,2024,2000,,,,December,1,,,2025-03-06 10:24:59.796000,Esther Leting,,,,,,,,
775,INTERNATIONAL HOPE ORGANIZATION (IHO) KENYA ,2024,2000,,,,December,1,1,,2025-03-06 10:28:18.616000,Esther Leting,,,,,,,,
776,CIRCLE OF FRIENDS FOR KIDS,2024,2000,,,,December,1,1,,2025-03-06 10:30:15.972000,Esther Leting,,,,,,,,
777,FOUNDATION OF ENLIGHTENMENT AND SOCIAL AID,2024,2000,,,,December,1,1,,2025-03-06 12:07:38.416000,Rukia Noor,,,,,,,,
778,BRIDGE FOR RURAl - URBAN DEVELOPMENT ,2024,2000,,,,December,,,,2025-03-06 15:49:01.456000,Esther Leting,,,,,,,,
779,GRACE CONCERN FOR ALL GENDER - KENYA ,2024,2000,,,,December,1,,,2025-03-06 15:51:08.189000,Esther Leting,,,,,,,,
780,WETLANDS CONSERVATION ORGANIZATION,2024,2000,,,,December,1,,,2025-03-07 09:54:22.319000,Rukia Noor,,,,,,,,
781,FEMALES AGAINST EARLY CHILDHOOD MARRIAGES AND GENITAL MUTILATION,2023-2024,4000,1,,25000,December,1,,,2025-03-07 09:55:52.685000,Rukia Noor,,,,,,,,
782,HOPE ARTHRITIS FOUNDATION,2024,2000,,,,December,1,1,,2025-03-07 09:59:38.235000,Rukia Noor,,,,,,,,
783,RESTORATION MISSION INTERNATIONAL,2024,2000,,,,December,1,,,2025-03-07 10:05:39.623000,Rukia Noor,,,,,,,,
784,COMPASSION ACTIONS ORGANIZATION,2024,2000,,,,December,1,,,2025-03-07 10:06:36.861000,Rukia Noor,,,,,,,,
785,RIGII CHILDREN FOUNDATION,2024,2000,,,,December,1,,,2025-03-07 10:07:30.124000,Rukia Noor,,,,,,,,
786,RESOURCE INSTITUTE FOR COMMUNITY & H.D AGENCY,2024,2000,,,,December,1,p,,2025-03-07 10:09:18.168000,Rukia Noor,,,,,,,,
787,IMBAKO PUBLIC HEALTH,2024,2000,,,,December,1,,,2025-03-07 10:10:40.421000,Rukia Noor,,,,,,,,
788,KIBERA CANOPY ,2024,2000,,,,December,1,,,2025-03-07 10:11:42.161000,Rukia Noor,,,,,,,,
789,ISLAMIC AID AND SOCIAL CARE ORGANIZATION,2024,2000,,,,December,1,,,2025-03-07 10:12:43.472000,Rukia Noor,,,,,,,,
790,NEEMA GOLDEN FOUNDATION,2024,2000,,,,December,1,,,2025-03-07 10:22:47.271000,Rukia Noor,,,,,,,,
791,LAIKIPIA COMMUNITY EMPOWERMENT CENTRE,2024,2000,,,,December,1,,,2025-03-07 10:24:30.741000,Rukia Noor,,,,,,,,
792,KENYA ADULT LEARNERS ASSOCIATION ,2023,,,,,,,1,,2025-03-10 08:54:38.472000,Esther Leting,,,,,,,,
793,AFRICAN HEALTH AND NUTRITION,2024,2000,,,,December,1,,,2025-03-10 08:56:51.888000,Esther Leting,,,,,,,,
794,MUTUKU MATHUKI FOUNDATION ,2024,2000,,,,December,1,,,2025-03-10 08:58:24.094000,Esther Leting,,,,,,,,
795,MWANANCHI EMPOWERMENT AND DEVELOPMENT ORGANIZATION ,2024,2000,,,,,1,1,,2025-03-10 08:59:57.933000,Esther Leting,,,,,,,,
796,HATCH TECNOLOGIES ,2024,2000,,,,December,1,,,2025-03-10 09:01:43.487000,Esther Leting,,,,,,,,
797,KONEXIO AFRICA ,2024,2000,,,,December,1,1,,2025-03-10 09:03:08.802000,Esther Leting,,,,,,,,
798,CULTURAL ORGANIZATION FOR DEVELOPMENT ,2024,2000,,,,December,1,,,2025-03-10 09:04:34.712000,Esther Leting,,,,,,,,
799,SUSTAINABLE COMMUNITY OPPORTUNITIES FOR RESTORATION AND EMPOWERMENT ,2024,2000,,,,December,1,1,,2025-03-10 09:06:20.168000,Esther Leting,,,,,,,,
800,URAFIKI COMMUNITY LINKAGE MOBILIZATION AND SUPPORT PROGRAMME,2023,2000,,,,November,1,1,,2025-03-10 09:09:51.823000,Esther Leting,,,,,,,,
801,HUMANITARIAN RESPONSE AND DEVELOPMENT ORGANIZATION ,2024,2000,,,,December,1,,,2025-03-10 09:12:04.398000,Esther Leting,,,,,,,,
802,SALUS OCULI KENYA ,2024,2000,,,,December,1,1,,2025-03-10 09:14:54.982000,Esther Leting,,,,,,,,
803,HOPE AFRIQUE SPORTS NETWORK,2024,2000,,,,December,1,1,,2025-03-10 09:16:03.267000,Esther Leting,,,,,,,,
804,TERRE DES HOMMES FOUNDATION ,2024,2000,,,,December,1,1,,2025-03-10 09:17:44.272000,Esther Leting,,,,,,,,
805,GREENFACE AGROECOLOGY SERVICES ,2024,2000,,,,December,1,,,2025-03-10 16:13:50.323000,Esther Leting,,,,,,,,
806,ARTHUR KITONGA FOUNDATION ,2024,2000,,,,December,1,,,2025-03-10 16:17:04.394000,Esther Leting,,,,,,,,
807,JOSIAH MWANGI KARIUKI PEACE FOUNDATION ,2024,2000,,,,December,1,,,2025-03-11 09:47:55.746000,Esther Leting,,,,,,,,
808,UPENDO CHILDREN'S DEVELOPMENT ORGANIZATION ,2024,2000,,,,December,1,1,,2025-03-11 09:52:10.468000,Esther Leting,,,,,,,,
809,SOMBEZA PWANI ORGANIZATION ,2024,2000,,,,December,1,,,2025-03-11 09:54:42.702000,Esther Leting,,,,,,,,
810,NAIROBI EAST ORGANIZATION FOR INTELLECTUALLY CHALLENGED,2024,2000,,,,December,1,,,2025-03-11 09:59:25.086000,Esther Leting,,,,,,,,
811,REGIONAL AGANCY FOR INTERNATIONAL DEVELOPMENT  AND LEADERSHIP,2024,2000,,,,December,1,,,2025-03-11 10:02:39.157000,Esther Leting,,,,,,,,
812,FREEDOM FIGHTERS MIKOA NANE ORGANIZATION,2020- 2024,10000,5,25000,100000,July,5,,"Request for payment plan to be clearedMay, 2025",2025-03-11 11:50:12.472000,Esther Leting,,,,,,,,
813,HIGHWAYCOMMUNITY HEALTH RESOURCE CENTRE ,2024,2000,,,,December,1,,,2025-03-11 11:54:07.920000,Esther Leting,,,,,,,,
814,SAMSON MBATHA MWANZA FOUNDATION ,2024,2000,,,,December,1,,,2025-03-11 11:55:15.703000,Esther Leting,,,,,,,,
815,AFRICA PASTORALISTS EMPOWERMENT ORGANIZATION ,2024,2000,,,,December,1,1,,2025-03-11 12:24:27.144000,Esther Leting,,,,,,,,
816,FEDERATION OF WOMEN GROUPS ,2024,2000,,,,December,1,,,2025-03-11 12:26:48.899000,Esther Leting,,,,,,,,
817,AFRICAN RUGGEDIZED EDUCATION SOLUTIONS,2024,2000,,,,December,1,1,,2025-03-11 12:32:29.344000,Esther Leting,,,,,,,,
818,DEAF GIRLS EDUCATION FOUNDATION ,2024,2000,,,,December,1,,,2025-03-11 12:34:42.616000,Esther Leting,,,,,,,,
819,"JABALI STUDENT FUND, KENYA ",2024,2000,,,,December,1,,,2025-03-11 12:36:02.418000,Esther Leting,,,,,,,,
820,MTALII EDUCATION PROGRAMME,2024,2000,,,,December,1,,,2025-03-11 12:37:08.670000,Esther Leting,,,,,,,,
821,WOMEN DEVELOPMENT RESPONSE AGENCY,2023,2000,,,,,,,,2025-03-12 08:33:56.665000,Esther Leting,,,,,,,,
822,NENDENI OUTREACH PROGRAMME,2024,2000,,,,December,1,1,,2025-03-12 11:33:59.913000,Rukia Noor,,,,,,,,
823,RAINBOW COLOURS FOUNDATION ,2024,200,,,,December,1,,,2025-03-13 08:22:26.457000,Esther Leting,,,,,,,,
824,VOLUNTEERS MOVEMENT FOR HUMANITARIAN RESCUE,2024,2000,,,,December,1,,,2025-03-13 08:28:41.483000,Esther Leting,,,,,,,,
825,REDEEMING AFRICA'S HOPE,2024,2000,,,,December,1,,,2025-03-13 08:29:39.462000,Esther Leting,,,,,,,,
826,SUSTAINABLE DEVELOPMENT FORUM,2024,2000,,,,December,1,,,2025-03-13 08:32:16.313000,Esther Leting,,,,,,,,
827,VINE HARVEST EDUCATIOON AND SHOE FOUNDATION,2024,2000,,,,December,1,,,2025-03-13 08:34:06.315000,Esther Leting,,,,,,,,
828,MOYO CHILDREN CENTRE ,2024,2000,,,,December,1,1,,2025-03-13 08:34:47.921000,Esther Leting,,,,,,,,
829,RURAL & URBAN COMMUNITY INITIATIVE SUPPORT ORGANIZATION ,2024,2000,,,,December,1,,,2025-03-13 08:37:45.192000,Esther Leting,,,,,,,,
830,PRISTINE SUSTAINABLE ECOSYSTEMS,2024,2000,,,,December,1,,,2025-03-13 08:39:06.104000,Esther Leting,,,,,,,,
831,BOOKS AND BRICKS GLOBAL KENYA ,2024,2000,,,,,1,1,,2025-03-13 08:40:46.929000,Esther Leting,,,,,,,,
832,YOUNG BOYS AND GIRLS DEVELOPMENT INITIATIVE ,2024,2000,,,,December,1,,,2025-03-13 08:42:41.639000,Esther Leting,,,,,,,,
833,CENTRE FOR ENTERPRISING COMMUNITIES,2024,2000,,,,December,1,,,2025-03-13 08:45:22.971000,Esther Leting,,,,,,,,
834,OUT REACH MISSION TEAM,2024,2000,,,,December,1,,,2025-03-13 08:46:33.577000,Esther Leting,,,,,,,,
835,RURAL RESOURCE MOBILIZATION TOWARDS DEVELOPMENT ,2024,2000,,,,December,1,,,2025-03-13 08:48:39.091000,Esther Leting,,,,,,,,
836,NARTURE ALL AFRIC FOUNDATION,2023/2024,4000,1,,25000,December,2,1,,2025-03-13 08:52:22.590000,Esther Leting,,,,,,,,
837,INTERNATIONAL  PRISONERS RELIEF ORGANIZATION ,2024,2000,,,,December,1,,,2025-03-13 09:16:54.909000,Esther Leting,,,,,,,,
838,LAKE REGION EMPOWERMENT NETWORK,2024,2000,,,,December,1,,,2025-03-13 09:17:56.813000,Rukia Noor,,,,,,,,
839,"JOANNE CHAZI,A SICKLE CELL FOUNDATION",2024,2000,,,,December,1,,,2025-03-13 09:19:05.718000,Rukia Noor,,,,,,,,
840,EDUCATION GLOBAL ACCESS PROGRAMME KENYA,2024,2000,,,,December,1,,,2025-03-13 09:20:35.519000,Rukia Noor,,,,,,,,
841,SEMI ARID RESILENCE NETWORK,2023,2000,1,25000,,December,1,1,,2025-03-13 09:21:24.459000,Esther Leting,,,,,,,,
842,BENEVOLENT EDUCATION CENTRE FOR RURAL DEVELOPMENT,2024,2000,,,,December,1,,,2025-03-13 09:21:54.718000,Rukia Noor,,,,,,,,
843,MOUNT KENYA ORGANIC FARMING,2024,2000,,,,December,1,,,2025-03-13 09:22:50.726000,Rukia Noor,,,,,,,,
844,INFORMATION AND COMMUNICATION TECNOLOGY TRENDS IN COMMUNITIES,2024,2000,,,,December,1,,,2025-03-13 09:24:13.043000,Rukia Noor,,,,,,,,
845,SOLAR ENERGY FOUNDATION,2024,2000,,,,December,1,1,,2025-03-13 09:24:17.375000,Esther Leting,,,,,,,,
846,IN MY BACKYARD ,2024,2000,,,,December,1,,,2025-03-13 09:26:59.097000,Esther Leting,,,,,,,,
847,GLOBAL PEACE INITIATIVE FOR THE POOR,2024,2000,,,,December,1,,,2025-03-13 09:29:48.056000,Rukia Noor,,,,,,,,
848,WOMEN EMPOWERMENT NETWORK FOR EDUCATION AND PEACE,2024,2000,,,,December,1,,,2025-03-13 09:31:44.701000,Rukia Noor,,,,,,,,
849,KIOO CHA JAMII INITIATIVE  ,2024,2000,,,,December,1,P,,2025-03-13 09:32:58.038000,Esther Leting,,,,,,,,
850,CONSORTIUM OF COOPERATING PARTNERS,2024,2000,,,,December,1,1,,2025-03-13 09:35:03.481000,Rukia Noor,,,,,,,,
851,INTERNATONAL COMMUNITY OF WOMEN LIVING WITH HIV,2024,2000,,,,December,1,1,,2025-03-13 09:36:20.724000,Rukia Noor,,,,,,,,
852,VICTORY FOUNDATION PROGRAMME,2024,2000,,,,December,1,,,2025-03-13 09:36:50.085000,Esther Leting,,,,,,,,
853,SUNRAYS EDUCATION PROGRAMME,2024,2000,,,,December,1,,,2025-03-13 09:37:52.588000,Esther Leting,,,,,,,,
854,DANCHURCH AID,2024,2000,,,,December,1,,,2025-03-13 09:38:24.895000,Rukia Noor,,,,,,,,
855,CALL AFRICA,2024,2000,,,,December,1,1,,2025-03-13 09:39:22.377000,Rukia Noor,,,,,,,,
856,SAUTI MISSION DEVELOPMENT ORGANIZATION,2024,2000,,,,December,1,1,,2025-03-13 09:41:50.404000,Rukia Noor,,,,,,,,
857,JAMII AGRIBUSINESS DEVELOPMENT ORGANIZATION,2024,2000,,,,December,1,,,2025-03-13 09:43:10.451000,Rukia Noor,,,,,,,,
858,DIRECT EMPOWERMENT PROGRAMME ON SOCIAL SERVICES,2024,2000,,,,December,1,,,2025-03-13 09:44:17.119000,Rukia Noor,,,,,,,,
859,HOPE FOR LIFE KENYA,2024,2000,,,,December,1,1,,2025-03-14 09:24:40.648000,Rukia Noor,,,,,,,,
860,PATH TO WOMANHOOD FOUNDATION,2024,2000,,,,December,1,,,2025-03-14 09:25:46.871000,Rukia Noor,,,,,,,,
861,SPACE FOR WORLDLIFE,2024,2000,,,,December,1,,,2025-03-14 09:26:36.775000,Rukia Noor,,,,,,,,
862,WORLD AMBASSADORS OF THE FAMILY,2024,2000,,,,December,1,,,2025-03-14 09:27:36.063000,Rukia Noor,,,,,,,,
863,EN-GEDI CHILDREN`S HOME,2024,2000,,,,December,1,1,,2025-03-14 09:28:37.637000,Rukia Noor,,,,,,,,
864,"AFRICAN CENTRE FOR ENVIRONMENT, ENERGY AND CLIMATE ADVOCACY",2021-2024,8000,2,50000,,December,4,,,2025-03-14 09:30:27.381000,Rukia Noor,,,,,,,,
865,FUTURE FOCUS DEVELOPMENT ,2024,2000,,,,December,1,,,2025-03-14 09:44:18.947000,Rukia Noor,,,,,,,,
866,LIVELIHOOD IMPACT NETWORK OF KENYA,2024,2000,,,,December,1,,,2025-03-14 09:45:38.604000,Rukia Noor,,,,,,,,
867,CARA PROJECTS,2024,2000,,,,December,1,1,,2025-03-14 09:47:22.847000,Rukia Noor,,,,,,,,
868,ADASA ORPHANED CHILDREN HOME,2024,2000,,,,December,1,,,2025-03-14 09:48:31.365000,Rukia Noor,,,,,,,,
869,GLOBAL NUTRITION HEALTH AND ENVIRONMENTAL PRESERVATION PROGRAMME,"2021,2023-2024",6000,2,50000,,December,3,,,2025-03-14 09:51:26.287000,Rukia Noor,,,,,,,,
870,SOCIAL ECONOMIC VISION ORGANIZATION,2024,2000,,,,February,1,,,2025-03-14 09:52:22.167000,Rukia Noor,,,,,,,,
871,BENADETT THOGORI FOUNDATION,2024,2000,,,,December,1,,,2025-03-14 09:59:28.643000,Rukia Noor,,,,,,,,
872,GREENHANCE DEVELOPMENT INITIATIVES,2024,2000,,,,December,1,,,2025-03-14 10:01:23.177000,Rukia Noor,,,,,,,,
873,TAXWATCH AFRICA,2024,2000,,,,December,1,,,2025-03-14 10:03:29.277000,Rukia Noor,,,,,,,,
874,MAMA ESTER WASHINGTON FOUNDATION,2024,2000,,,,December,1,,,2025-03-14 10:05:57.003000,Rukia Noor,,,,,,,,
875,WOMEN HEALTH AFRICA,2024,2000,,,,December,1,,,2025-03-14 10:07:53.765000,Rukia Noor,,,,,,,,
876,FAMILY LIFEPROMOTION AND SERVICES,2024,2000,,,,December,1,1,,2025-03-14 10:09:31.220000,Rukia Noor,,,,,,,,
877,TRIAD OF SOLACE,,,,25000,,,,,,2025-03-14 12:41:48.176000,Esther Leting,,,,,,,,
878,MKONO WA UPENDO CENTRE,2024,2000,,,,December,1,1,,2025-03-17 09:42:25.569000,Rukia Noor,,,,,,,,
879,SAMBURU AID IN AFRICA,2024,2000,,,,December,1,p,,2025-03-17 09:43:29.857000,Rukia Noor,,,,,,,,
880,PACEMAKER INTERNATIONAL,2024,2000,,,,December,1,1,,2025-03-17 09:44:49.612000,Rukia Noor,,,,,,,,
881,CARING FOR THE KENYA`S KIDS,2024,2000,,,,December,1,1,,2025-03-17 09:45:47.515000,Rukia Noor,,,,,,,,
882,HOPE FOR KIBERA CHARITY ORGANIZATION,2024,2000,,,,December,1,,,2025-03-17 09:46:46.198000,Rukia Noor,,,,,,,,
883,NECESSITY INITIATIVE SOLUTIONS ENTERPRISES,2024,2000,,,,December,1,,,2025-03-17 09:48:52.517000,Rukia Noor,,,,,,,,
884,WORLD PROVISION CENTRE,2024,2000,,,,December,1,,,2025-03-17 09:49:52.195000,Rukia Noor,,,,,,,,
885,PLUMBERS WITHOUT FRONTIERS,2028-2024,2000,6,,150000,December,7,,,2025-03-17 09:54:22.331000,Rukia Noor,,,,,,,,
886,THE GARDEN OF SILOAM,2024,2000,,,,December,1,1,,2025-03-17 09:55:05.215000,Rukia Noor,,,,,,,,
887,CULTURE INFORMATION PASTORALIST DEVELOPMENT,2024,2000,,,,December,1,1,,2025-03-17 10:28:06.123000,Rukia Noor,,,,,,,,
888,WASHINGTON STATE UNIVERSUTY GLOBAL HEALTH KENYA,2024,2000,,,,December,1,1,,2025-03-17 10:31:36.158000,Rukia Noor,,,,,,,,
889,VETERINARIANS WITH A MISSION PROGRAMME,2024,2000,,,,December,1,1,,2025-03-17 10:33:01.503000,Rukia Noor,,,,,,,,
890,MT KENYA CONSERVATION FORUM,2024,2000,,,,December,1,,,2025-03-17 10:38:32.356000,Rukia Noor,,,,,,,,
891,SUSTAINABLE ECONOMIC ENDEAVOURS AFRICA,2024,2000,,,,December,1,,,2025-03-17 10:44:10.159000,Rukia Noor,,,,,,,,
892,COMBATING DESERTIFICATION IN NORTH EASTERN KENYA,2024,2000,,,,December,1,,,2025-03-17 10:46:00.693000,Rukia Noor,,,,,,,,
893,GLOBAL COMMUNITY INITIATIVE FOR GROWTH,2024,2000,,,,December,1,,,2025-03-17 10:46:57.994000,Rukia Noor,,,,,,,,
894,PEACE BRIGADES INTERNATIONAL-KENYA PROJECT,2024,2000,,,,December,1,1,,2025-03-17 10:49:47.294000,Rukia Noor,,,,,,,,
895,TRANSFORMING LIVES INTERNATIONAL,2024,2000,,,,December,1,,,2025-03-17 10:51:17.250000,Rukia Noor,,,,,,,,
896,BIODIVERSITY CONSERVATION ORGANIZATION,2024,2000,,,,December,1,,,2025-03-17 10:52:31.989000,Rukia Noor,,,,,,,,
897,GRACEWILL AND FRIENDS COMMUNITY HOMES,2023-2024,4000,,,,December,2,2,,2025-03-17 10:53:48.856000,Rukia Noor,,,,,,,,
